,tconst,nconst,category
870,tt0056218,nm0001239,director
871,tt0082418,nm0591171,director
872,tt0119051,nm0848414,director
873,tt0095031,nm0000568,director
874,tt0107211,nm0001490,director
875,tt0061578,nm0000736,director
876,tt0089686,nm0794791,director
877,tt0120844,nm0000408,director
878,tt0119925,nm0000126,director
879,tt0178868,nm0620378,director
880,tt0114558,nm0000941,director
881,tt0069762,nm0000517,director
882,tt0113071,nm0958387,director
883,tt0094332,nm0004306,director
884,tt0085407,nm0000343,director
885,tt0093191,nm0000694,director
886,tt0133952,nm0001880,director
887,tt0078841,nm0000797,director
888,tt0066026,nm0000265,director
889,tt0120749,nm0000887,director
890,tt0139809,nm0750857,director
891,tt0080453,nm0459170,director
892,tt0233469,nm0001112,director
893,tt0097815,nm0911486,director
894,tt0120324,nm0000600,director
895,tt0091167,nm0000095,director
896,tt0100263,nm0000108,director
897,tt0163988,nm0000217,director
898,tt0206314,nm0001093,director
899,tt0103786,nm0505152,director
900,tt0116040,nm0003418,director
901,tt0095963,nm0001353,director
902,tt0098536,nm0006854,director
903,tt0113481,nm0519434,director
904,tt0062765,nm0946811,director
905,tt0099052,nm0550881,director
906,tt0183523,nm0000361,director
907,tt0114436,nm0000682,director
908,tt0139239,nm0510731,director
909,tt0243736,nm0499724,director
910,tt0219699,nm0000600,director
911,tt0094947,nm0001241,director
912,tt0086393,nm0504513,director
913,tt0120686,nm0001060,director
914,tt0056058,nm0462030,director
915,tt0113824,nm0464911,director
916,tt0147612,nm0001754,director
917,tt0088993,nm0001681,director
918,tt0113957,nm0005563,director
919,tt0103241,nm0000568,director
920,tt0104940,nm0005008,director
921,tt0116683,nm0783139,director
922,tt0120738,nm0394280,director
923,tt0109446,nm0001708,director
924,tt0110989,nm0677953,director
925,tt0088286,nm0000720,director
926,tt0088286,nm0001878,director
927,tt0088286,nm0958387,director
928,tt0131325,nm0000568,director
929,tt0117887,nm0000158,director
930,tt0089469,nm0000631,director
931,tt0245562,nm0000247,director
932,tt0165929,nm0005647,director
933,tt0077745,nm0442241,director
934,tt0110932,nm0000602,director
935,tt0086006,nm0449984,director
936,tt0125659,nm0024622,director
937,tt0089885,nm0002340,director
938,tt0145531,nm0906548,director
939,tt0146336,nm0087595,director
940,tt0120177,nm0228147,director
941,tt0083791,nm0001345,director
942,tt0083791,nm0000568,director
943,tt0118972,nm0001587,director
944,tt0124298,nm0933505,director
945,tt0104868,nm0378893,director
946,tt0237534,nm0304521,director
947,tt0120053,nm0637518,director
948,tt0089670,nm0002132,director
949,tt0120148,nm0398185,director
950,tt0112682,nm0001988,director
951,tt0112682,nm0000466,director
952,tt0104815,nm0001675,director
953,tt0089907,nm0639321,director
954,tt0070723,nm0281507,director
955,tt0219965,nm0001469,director
956,tt0099365,nm0000600,director
957,tt0074860,nm0772259,director
958,tt0076618,nm0522028,director
959,tt0076618,nm0718627,director
960,tt0076618,nm0828245,director
961,tt0093565,nm0422484,director
962,tt0132347,nm0882330,director
963,tt0097647,nm0000814,director
964,tt0203119,nm0322242,director
965,tt0237572,nm0000576,director
966,tt0071877,nm0001486,director
967,tt0111255,nm0515891,director
968,tt0081633,nm0000416,director
969,tt0191397,nm0222043,director
970,tt0151137,nm0000108,director
971,tt0108002,nm0000770,director
972,tt0120731,nm0868153,director
973,tt0093693,nm0005190,director
974,tt0088933,nm0000165,director
975,tt0106226,nm0000217,director
976,tt0096487,nm0128883,director
977,tt0104231,nm0000165,director
978,tt0060176,nm0000774,director
979,tt0130623,nm0500343,director
980,tt0130623,nm0957798,director
981,tt0082348,nm0000958,director
982,tt0058946,nm0690597,director
983,tt0119558,nm0001490,director
984,tt0120693,nm0205542,director
985,tt0083922,nm0000005,director
986,tt0112722,nm0000750,director
987,tt0110005,nm0001392,director
988,tt0070355,nm0692872,director
989,tt0218839,nm0001302,director
990,tt0115964,nm0000343,director
991,tt0169858,nm0030417,director
992,tt0169858,nm0875453,director
993,tt0073650,nm0001596,director
994,tt0082158,nm0399853,director
995,tt0091949,nm0000824,director
996,tt0102536,nm0000464,director
997,tt0111149,nm0000965,director
998,tt0082085,nm0000361,director
999,tt0105151,nm0000265,director
1000,tt0091530,nm0423646,director
1001,tt0131857,nm0001878,director
1002,tt0102945,nm0747849,director
1003,tt0185014,nm0000436,director
1004,tt0086425,nm0000985,director
1005,tt0099422,nm0000886,director
1006,tt0116409,nm0394280,director
1007,tt0228786,nm0440913,director
1008,tt0206275,nm0141961,director
1009,tt0105265,nm0000602,director
1010,tt0139414,nm0591171,director
1011,tt0089767,nm0000142,director
1012,tt0093260,nm0001102,director
1013,tt0086197,nm0442241,director
1014,tt0144120,nm0950553,director
1015,tt0068699,nm0000142,director
1016,tt0190865,nm0132709,director
1017,tt0111686,nm0000127,director
1018,tt0106701,nm0145309,director
1019,tt0099329,nm0000691,director
1020,tt0107554,nm0400436,director
1021,tt0107554,nm0400441,director
1022,tt0106246,nm0550881,director
1023,tt0120770,nm0287198,director
1024,tt0111438,nm0001382,director
1025,tt0067800,nm0001603,director
1026,tt0079367,nm0005348,director
1027,tt0110367,nm0000788,director
1028,tt0098382,nm0000638,director
1029,tt0120877,nm0000118,director
1030,tt0069995,nm0001676,director
1031,tt0087985,nm0587518,director
1032,tt0098384,nm0006889,director
1033,tt0116669,nm0000338,director
1034,tt0113198,nm0510674,director
1035,tt0144214,nm0922346,director
1036,tt0098627,nm0467646,director
1037,tt0077405,nm0000517,director
1038,tt0073802,nm0001628,director
1039,tt0101587,nm0881038,director
1040,tt0120913,nm0089940,director
1041,tt0120913,nm0325776,director
1042,tt0095497,nm0000217,director
1043,tt0065207,nm0404606,director
1044,tt0070909,nm0000341,director
1045,tt0084434,nm0000431,director
1046,tt0118771,nm0609236,director
1047,tt0068182,nm0001348,director
1048,tt0119874,nm0001460,director
1049,tt0146309,nm0002044,director
1050,tt0095742,nm0001317,director
1051,tt0091541,nm0000907,director
1052,tt0056687,nm0000736,director
1053,tt0105435,nm0004675,director
1054,tt0112950,nm0610496,director
1055,tt0081455,nm0000343,director
1056,tt0089370,nm0853546,director
1057,tt0085636,nm0908890,director
1058,tt0102494,nm0001814,director
1059,tt0116126,nm0054077,director
1060,tt0239395,nm0349183,director
1061,tt0075784,nm0000277,director
1062,tt0103939,nm0000277,director
1063,tt0078935,nm0219959,director
1064,tt0083972,nm0591171,director
1065,tt0080745,nm0388198,director
1066,tt0102803,nm0002653,director
1067,tt0118789,nm0001252,director
1068,tt0115736,nm0905154,director
1069,tt0115736,nm0905152,director
1070,tt0106387,nm0154819,director
1071,tt0097659,nm0228262,director
1072,tt0097659,nm0175730,director
1073,tt0116253,nm0000829,director
1074,tt0074812,nm0027183,director
1075,tt0245686,nm0330140,director
1076,tt0103060,nm0696309,director
1077,tt0087298,nm0957263,director
1078,tt0092493,nm0180257,director
1079,tt0119715,nm0893659,director
1080,tt0116830,nm0001353,director
1081,tt0111742,nm0001566,director
1082,tt0090142,nm0199722,director
1083,tt0063462,nm0000316,director
1084,tt0112346,nm0001661,director
1085,tt0238546,nm0753382,director
1086,tt0118548,nm0000142,director
1087,tt0243655,nm0906476,director
1088,tt0097123,nm0000095,director
1089,tt0102070,nm0499724,director
1090,tt0119349,nm0000487,director
1091,tt0093692,nm0324875,director
1092,tt0185371,nm0540532,director
1093,tt0115641,nm1070945,director
1094,tt0115641,nm0431918,director
1095,tt0115641,nm0221133,director
1096,tt0115641,nm1301264,director
1097,tt0096933,nm0000631,director
1098,tt0062229,nm0578483,director
1099,tt0104036,nm0001403,director
1100,tt0085549,nm0001490,director
1101,tt0068327,nm0002080,director
1102,tt0165982,nm1369708,director
1103,tt0165982,nm0426333,director
1104,tt0218922,nm0188165,director
1105,tt0098724,nm0001752,director
1106,tt0091129,nm0006916,director
1107,tt0115956,nm0001880,director
1108,tt0095271,nm0514546,director
1109,tt0108333,nm0378893,director
1110,tt0094812,nm0005421,director
1111,tt0087553,nm0423646,director
1112,tt0080801,nm0371059,director
1113,tt0089822,nm0661577,director
1114,tt0056197,nm0002175,director
1115,tt0056197,nm0554249,director
1116,tt0056197,nm0926919,director
1117,tt0120157,nm0027271,director
1118,tt0199753,nm0388817,director
1119,tt0089791,nm0000318,director
1120,tt0108147,nm0004886,director
1121,tt0183869,nm0470443,director
1122,tt0109836,nm0000110,director
1123,tt0098282,nm0002137,director
1124,tt0099253,nm0480843,director
1125,tt0146984,nm0000602,director
1126,tt0070849,nm0000934,director
1127,tt0107302,nm0784061,director
1128,tt0088000,nm0437596,director
1129,tt0243585,nm0591450,director
1130,tt0228750,nm0000431,director
1131,tt0108330,nm0001994,director
1132,tt0250223,nm0149260,director
1133,tt0090633,nm0089940,director
1134,tt0087050,nm0452607,director
1135,tt0106364,nm0022828,director
1136,tt0106364,nm0456631,director
1137,tt0106364,nm0667469,director
1138,tt0106364,nm0722713,director
1139,tt0106598,nm0006625,director
1140,tt0094137,nm0000559,director
1141,tt0125022,nm0592400,director
1142,tt0095174,nm0000591,director
1143,tt0089155,nm0006916,director
1144,tt0059646,nm0000591,director
1145,tt0076729,nm0624102,director
1146,tt0247586,nm0081433,director
1147,tt0086837,nm0001382,director
1148,tt0098621,nm0000362,director
1149,tt0081283,nm0000602,director
1150,tt0057413,nm0001175,director
1151,tt0112792,nm0808807,director
1152,tt0110366,nm0790715,director
1153,tt0107076,nm0000247,director
1154,tt0106673,nm0718645,director
1155,tt0102511,nm0000343,director
1156,tt0083530,nm0277946,director
1157,tt0138304,nm0712444,director
1158,tt0095294,nm0709752,director
1159,tt0096764,nm0000416,director
1160,tt0119223,nm0190859,director
1161,tt0057565,nm0000041,director
1162,tt0180073,nm0442241,director
1163,tt0074156,nm0000118,director
1164,tt0109068,nm0499724,director
1165,tt0115857,nm0001112,director
1166,tt0117631,nm0382956,director
1167,tt0181984,nm0950226,director
1168,tt0109190,nm0425957,director
1169,tt0116287,nm0001226,director
1170,tt0109045,nm0254632,director
1171,tt0119675,nm0868219,director
1172,tt0054953,nm0496746,director
1173,tt0123964,nm0001130,director
1174,tt0100944,nm0001676,director
1175,tt0090967,nm0000464,director
1176,tt0111756,nm0001410,director
1177,tt0089853,nm0000095,director
1178,tt0150662,nm0600546,director
1179,tt0098067,nm0000165,director
1180,tt0082517,nm0000316,director
1181,tt0095250,nm0000108,director
1182,tt0119256,nm0000759,director
1183,tt0091149,nm0166256,director
1184,tt0091149,nm0560329,director
1185,tt0091149,nm0585150,director
1186,tt0091149,nm0615780,director
1187,tt0116313,nm0933505,director
1188,tt0120399,nm0000231,director
1189,tt0109635,nm0001469,director
1190,tt0066434,nm0000184,director
1191,tt0065938,nm0404606,director
1192,tt0058329,nm0000033,director
1193,tt0191754,nm0858525,director
1194,tt0094964,nm0000343,director
1195,tt0114681,nm0001814,director
1196,tt0120032,nm0592400,director
1197,tt0110950,nm0001774,director
1198,tt0065462,nm0692872,director
1199,tt0127723,nm0253323,director
1200,tt0127723,nm0438226,director
1201,tt0107050,nm0677953,director
1202,tt0091209,nm0363553,director
1203,tt0083767,nm0001681,director
1204,tt0210070,nm0269502,director
1205,tt0101765,nm0001425,director
1206,tt0113117,nm0001410,director
1207,tt0095776,nm0780117,director
1208,tt0117918,nm0005421,director
1209,tt0084707,nm0001587,director
1210,tt0120434,nm0450387,director
1211,tt0088172,nm0000118,director
1212,tt0070510,nm0000953,director
1213,tt0067328,nm0000953,director
1214,tt0112883,nm0505230,director
1215,tt0090056,nm0000484,director
1216,tt0171433,nm0001570,director
1217,tt0091080,nm0572951,director
1218,tt0087781,nm0001469,director
1219,tt0107616,nm0000110,director
1220,tt0095253,nm0222043,director
1221,tt0073341,nm0001379,director
1222,tt0091059,nm0459170,director
1223,tt0245803,nm0402995,director
1224,tt0089092,nm0000583,director
1225,tt0107131,nm0242271,director
1226,tt0097981,nm0394280,director
1227,tt0065126,nm0368871,director
1228,tt0124718,nm0000490,director
1229,tt0089457,nm0001149,director
1230,tt0085382,nm0853546,director
1231,tt0179626,nm0381273,director
1232,tt0116277,nm0001716,director
1233,tt0062803,nm0400731,director
1234,tt0091217,nm0000770,director
1235,tt0107659,nm0704164,director
1236,tt0110997,nm0000436,director
1237,tt0093777,nm0000118,director
1238,tt0074896,nm0002160,director
1239,tt0064505,nm0172772,director
1240,tt0105104,nm0393661,director
1241,tt0080661,nm0000361,director
1242,tt0227984,nm0950553,director
1243,tt0090022,nm0001410,director
1244,tt0114781,nm0614276,director
1245,tt0160797,nm0001243,director
1246,tt0103893,nm0476900,director
1247,tt0069281,nm0000581,director
1248,tt0104291,nm0591171,director
1249,tt0092513,nm0001060,director
1250,tt0083564,nm0001379,director
1251,tt0068611,nm0000033,director
1252,tt0074483,nm0267309,director
1253,tt0088794,nm0390822,director
1254,tt0061395,nm0000320,director
1255,tt0069113,nm0623768,director
1256,tt0104389,nm0000436,director
1257,tt0119807,nm0644203,director
1258,tt0094963,nm0887174,director
1259,tt0061735,nm0006452,director
1260,tt0139699,nm0005367,director
1261,tt0086383,nm0000142,director
1262,tt0109642,nm0000431,director
1263,tt0092610,nm0001392,director
1264,tt0103759,nm0001206,director
1265,tt0112715,nm0550881,director
1266,tt0091777,nm0661577,director
1267,tt0072308,nm0347086,director
1268,tt0071615,nm0423524,director
1269,tt0124198,nm0000916,director
1270,tt0091187,nm0000142,director
1271,tt0233142,nm0509028,director
1272,tt0091867,nm0412465,director
1273,tt0112453,nm0920425,director
1274,tt0093640,nm0002044,director
1275,tt0094336,nm0732430,director
1276,tt0100404,nm0001587,director
1277,tt0090060,nm0001708,director
1278,tt0097027,nm0000361,director
1279,tt0240468,nm0644203,director
1280,tt0117247,nm0001355,director
1281,tt0058182,nm0504513,director
1282,tt0067093,nm0422484,director
1283,tt0074811,nm0000591,director
1284,tt0107969,nm0442241,director
1285,tt0099141,nm0000824,director
1286,tt0082186,nm0204471,director
1287,tt0242527,nm0358327,director
1288,tt0095444,nm0158014,director
1289,tt0118954,nm0000095,director
1290,tt0117589,nm0005139,director
1291,tt0100477,nm0125186,director
1292,tt0100477,nm0300265,director
1293,tt0093886,nm0770961,director
1294,tt0071129,nm0000019,director
1295,tt0105046,nm0000641,director
1296,tt0069947,nm0003593,director
1297,tt0096163,nm0806293,director
1298,tt0138510,nm0281869,director
1299,tt0103956,nm0070474,director
1300,tt0108122,nm0000265,director
1301,tt0068361,nm0000320,director
1302,tt0095675,nm0000264,director
1303,tt0096787,nm0089940,director
1304,tt0082933,nm0958558,director
1305,tt0107507,nm0000095,director
1306,tt0097770,nm0283500,director
1307,tt0084855,nm0001486,director
1308,tt0087597,nm0145309,director
1309,tt0057193,nm0006452,director
1310,tt0190641,nm0951197,director
1311,tt0110527,nm0562645,director
1312,tt0107034,nm0747849,director
1313,tt0084649,nm0089940,director
1314,tt0084522,nm0163706,director
1315,tt0100258,nm0767741,director
1316,tt0093756,nm0236930,director
1317,tt0114287,nm0001994,director
1318,tt0093605,nm0000941,director
1319,tt0106307,nm0001437,director
1320,tt0078767,nm0742341,director
1321,tt0112896,nm0000316,director
1322,tt0104187,nm0562645,director
1323,tt0108238,nm0380705,director
1324,tt0133385,nm0956022,director
1325,tt0060390,nm0000076,director
1326,tt0098273,nm0000887,director
1327,tt0110167,nm0000921,director
1328,tt0054387,nm0657162,director
1329,tt0094761,nm0751080,director
1330,tt0108071,nm0002140,director
1331,tt0202470,nm0378893,director
1332,tt0113972,nm0000824,director
1333,tt0089893,nm0281507,director
1334,tt0099044,nm0001353,director
1335,tt0189998,nm0580729,director
1336,tt0093507,nm0323787,director
1337,tt0117038,nm0001188,director
1338,tt0131369,nm0000165,director
1339,tt0107653,nm0005139,director
1340,tt0119038,nm0891554,director
1341,tt0114319,nm0001628,director
1342,tt0071402,nm0935382,director
1343,tt0055032,nm0000076,director
1344,tt0070707,nm0000095,director
1345,tt0101764,nm0504802,director
1346,tt0097162,nm0637518,director
1347,tt0119360,nm0000568,director
1348,tt0179116,nm0044803,director
1349,tt0219854,nm0005509,director
1350,tt0063415,nm0001175,director
1351,tt0118708,nm0240797,director
1352,tt0061747,nm0692872,director
1353,tt0086637,nm0000095,director
1354,tt0091635,nm0001490,director
1355,tt0079641,nm0001348,director
